fecha,sku_id,nombre_producto,categoria,plataforma,unidades_vendidas,pvp_base,precio_venta,coste_unitario,margen_bruto,promocion_activa,descuento_pct,precio_tiendanimal,precio_kiwoko,precio_zooplus,precio_comp_min,precio_comp_avg,precio_comp_max,precio_mercado_ref,stock_disponible,dias_sin_stock,dia_semana,mes,semana_anio,es_festivo,es_blackfriday,es_navidad,ventas_lag_1,ventas_lag_7,ventas_lag_30,ventas_media_7d,ventas_media_30d,ratio_precio_mercado,diferencia_precio_min,dias_cobertura_stock,ingreso_estimado,margen_estimado_eur,var_precio_tiendanimal_1d,var_precio_kiwoko_1d,var_precio_zooplus_1d,var_precio_comp_min_7d,diferencia_precio_avg,alerta_bajada_competidor,alerta_precio_alto,oportunidad_subida_precio,alerta_stockout_riesgo,alerta_exceso_stock,ean
2023-09-14,SKU-005,"Ultima esterilizados gato 7,5kg",Pienso gato,Amazon,1,27.99,27.61,8.4,0.7,0,0.0,26.91,25.48,27.36,25.48,26.59,27.36,27.14,106,0,3,9,37,0,0,0,1.0,5.0,5.0,3.86,3.77,1.0383,2.13,27.5,27.61,19.21,0.3,-0.04,0.04,2.59,1.02,0,0,0,0,0,8410054001059
2023-09-15,SKU-005,"Ultima esterilizados gato 7,5kg",Pienso gato,Amazon,4,27.99,28.19,8.4,0.7,0,0.0,26.87,25.54,27.35,25.54,26.59,27.35,27.11,102,0,4,9,37,0,0,0,1.0,4.0,4.0,3.29,3.63,1.0602,2.65,31.0,112.77,79.16,-0.04,0.06,-0.01,2.65,1.6,0,1,0,0,0,8410054001059
2023-09-16,SKU-005,"Ultima esterilizados gato 7,5kg",Pienso gato,Amazon,7,27.99,21.21,8.4,0.7,1,0.23,24.59,25.64,27.51,24.59,25.91,27.51,25.11,95,0,5,9,37,0,0,0,4.0,3.0,5.0,3.29,3.63,0.8188,-3.37,28.9,148.5,89.69,-2.28,0.1,0.16,1.72,-4.69,0,0,1,0,0,8410054001059
2023-09-17,SKU-005,"Ultima esterilizados gato 7,5kg",Pienso gato,Amazon,3,27.99,28.54,8.4,0.7,0,0.0,24.63,25.44,24.52,24.52,24.87,25.44,25.03,92,0,6,9,37,0,0,0,7.0,4.0,7.0,3.86,3.7,1.1477,4.02,23.8,85.62,60.42,0.04,-0.2,-2.99,-0.86,3.67,0,1,0,0,0,8410054001059
2023-09-18,SKU-005,"Ultima esterilizados gato 7,5kg",Pienso gato,Amazon,3,27.99,27.47,8.4,0.7,0,0.0,24.53,25.28,24.59,24.53,24.8,25.28,24.93,89,0,0,9,38,0,0,0,3.0,4.0,3.0,3.71,3.57,1.1079,2.95,24.0,82.42,57.22,-0.1,-0.16,0.07,-0.8,2.68,0,1,0,0,0,8410054001059
2023-09-19,SKU-005,"Ultima esterilizados gato 7,5kg",Pienso gato,Amazon,4,27.99,27.62,8.4,0.7,0,0.0,24.63,30.48,24.51,24.51,26.53,30.48,26.12,85,0,1,9,38,0,0,0,3.0,6.0,3.0,3.57,3.57,1.0409,3.11,23.8,110.48,76.88,0.1,5.2,-0.08,-0.96,1.09,0,1,0,0,0,8410054001059
2023-09-20,SKU-005,"Ultima esterilizados gato 7,5kg",Pienso gato,Amazon,2,27.99,28.25,8.4,0.7,0,0.0,25.01,30.58,24.54,24.54,26.71,30.58,26.63,83,0,2,9,38,0,0,0,4.0,1.0,0.0,3.29,3.6,1.0574,3.71,25.2,56.5,39.69,0.38,0.1,0.03,-0.99,1.53,0,1,0,0,0,8410054001059
2023-09-21,SKU-005,"Ultima esterilizados gato 7,5kg",Pienso gato,Amazon,2,27.99,27.98,8.4,0.7,0,0.0,23.15,30.48,24.46,23.15,26.03,30.48,26.22,81,0,3,9,38,0,0,0,2.0,1.0,3.0,3.43,3.67,1.0749,4.83,23.6,55.96,39.16,-1.86,-0.1,-0.08,-2.33,1.95,1,1,0,0,0,8410054001059
2023-09-22,SKU-005,"Ultima esterilizados gato 7,5kg",Pienso gato,Amazon,8,27.99,28.12,8.4,0.7,0,0.0,23.16,30.43,24.66,23.16,26.09,30.43,26.39,73,0,4,9,38,0,0,0,2.0,4.0,1.0,3.57,3.63,1.0781,4.96,20.4,225.0,157.79,0.01,-0.04,0.2,-2.37,2.04,1,1,0,0,0,8410054001059
2023-09-23,SKU-005,"Ultima esterilizados gato 7,5kg",Pienso gato,Amazon,4,27.99,27.83,8.4,0.7,0,0.0,23.02,30.62,24.54,23.02,26.06,30.62,26.19,69,0,5,9,38,0,0,0,8.0,7.0,5.0,4.14,3.87,1.0679,4.82,16.7,111.33,77.73,-0.15,0.19,-0.12,-1.57,1.77,1,1,0,0,0,8410054001059
2023-09-24,SKU-005,"Ultima esterilizados gato 7,5kg",Pienso gato,Amazon,3,27.99,27.89,8.4,0.7,0,0.0,23.22,29.11,26.39,23.22,26.24,29.11,27.14,66,0,6,9,38,0,0,0,4.0,3.0,5.0,3.71,3.83,1.0627,4.67,17.8,83.67,58.47,0.2,-1.51,1.85,-1.3,1.65,1,1,0,0,0,8410054001059
2023-09-25,SKU-005,"Ultima esterilizados gato 7,5kg",Pienso gato,Amazon,3,27.99,24.99,8.4,0.7,1,0.11,23.27,29.15,26.38,23.27,26.27,29.15,25.68,63,0,0,9,39,0,0,0,3.0,3.0,7.0,3.71,3.77,0.9514,1.71,17.0,74.96,49.76,0.06,0.04,-0.01,-1.25,-1.28,1,0,0,0,0,8410054001059
2023-09-26,SKU-005,"Ultima esterilizados gato 7,5kg",Pienso gato,Amazon,2,27.99,27.61,8.4,0.7,0,0.0,23.33,29.28,26.37,23.33,26.32,29.28,26.99,61,0,1,9,39,0,0,0,3.0,4.0,1.0,3.71,3.63,1.0489,4.28,16.4,55.22,38.42,0.06,0.12,-0.01,-1.18,1.29,1,1,0,0,0,8410054001059
2023-09-27,SKU-005,"Ultima esterilizados gato 7,5kg",Pienso gato,Amazon,4,27.99,27.84,8.4,0.7,0,0.0,23.26,29.47,26.12,23.26,26.29,29.47,26.98,57,0,2,9,39,0,0,0,2.0,2.0,2.0,3.43,3.67,1.0592,4.58,16.6,111.38,77.78,-0.07,0.19,-0.25,-1.28,1.56,1,1,0,0,0,8410054001059
2023-09-28,SKU-005,"Ultima esterilizados gato 7,5kg",Pienso gato,Amazon,3,27.99,27.45,8.4,0.7,0,0.0,23.34,29.63,26.25,23.34,26.41,29.63,26.86,54,0,3,9,39,0,0,0,4.0,2.0,3.0,3.71,3.73,1.0394,4.11,14.6,82.36,57.16,0.08,0.16,0.13,0.19,1.04,0,1,0,0,0,8410054001059
2023-09-29,SKU-005,"Ultima esterilizados gato 7,5kg",Pienso gato,Amazon,2,27.99,28.43,8.4,0.7,0,0.0,23.34,29.79,26.29,23.34,26.48,29.79,27.35,52,0,4,9,39,0,0,0,3.0,8.0,2.0,3.86,3.73,1.0736,5.09,13.5,56.85,40.05,0.0,0.17,0.03,0.18,1.95,0,1,0,0,0,8410054001059
2023-09-30,SKU-005,"Ultima esterilizados gato 7,5kg",Pienso gato,Amazon,7,27.99,27.5,8.4,0.7,0,0.0,23.31,29.68,26.24,23.31,26.41,29.68,26.87,45,0,5,9,39,0,0,0,2.0,4.0,2.0,3.0,3.73,1.0411,4.19,15.0,192.48,133.68,-0.03,-0.11,-0.04,0.29,1.09,0,1,0,0,0,8410054001059
2023-10-01,SKU-005,"Ultima esterilizados gato 7,5kg",Pienso gato,Amazon,4,27.99,28.26,8.4,0.7,0,0.0,23.17,29.71,26.3,23.17,26.4,29.71,27.28,129,0,6,10,39,0,0,0,7.0,3.0,5.0,3.43,3.9,1.0704,5.09,37.6,113.04,79.43,-0.13,0.03,0.06,-0.04,1.86,0,1,0,0,0,8410054001059
2023-10-02,SKU-005,"Ultima esterilizados gato 7,5kg",Pienso gato,Amazon,1,27.99,27.77,8.4,0.7,0,0.0,26.84,29.65,26.28,26.28,27.59,29.65,27.31,128,0,0,10,40,0,0,0,4.0,3.0,7.0,3.57,3.87,1.0065,1.49,35.9,27.77,19.37,3.66,-0.07,-0.02,3.0,0.18,0,0,0,0,0,8410054001059
2023-10-03,SKU-005,"Ultima esterilizados gato 7,5kg",Pienso gato,Amazon,4,27.99,27.61,8.4,0.7,0,0.0,26.89,29.69,26.24,26.24,27.61,29.69,27.25,124,0,1,10,40,0,0,0,1.0,2.0,6.0,3.29,3.67,1.0,1.37,37.7,110.44,76.84,0.06,0.04,-0.03,2.91,0.0,0,0,0,0,0,8410054001059
2023-10-04,SKU-005,"Ultima esterilizados gato 7,5kg",Pienso gato,Amazon,5,27.99,28.19,8.4,0.7,0,0.0,27.11,29.58,26.35,26.35,27.68,29.58,27.64,119,0,2,10,40,0,0,0,4.0,4.0,1.0,3.57,3.6,1.0186,1.84,33.3,140.96,98.96,0.21,-0.11,0.11,3.09,0.52,0,0,0,0,0,8410054001059
2023-10-05,SKU-005,"Ultima esterilizados gato 7,5kg",Pienso gato,Amazon,5,27.99,27.77,8.4,0.7,0,0.0,27.23,29.69,26.39,26.39,27.77,29.69,27.5,114,0,3,10,40,0,0,0,5.0,3.0,4.0,3.71,3.73,1.0,1.38,30.7,138.83,96.83,0.12,0.11,0.03,3.05,0.0,0,0,0,0,0,8410054001059
2023-10-06,SKU-005,"Ultima esterilizados gato 7,5kg",Pienso gato,Amazon,6,27.99,27.9,8.4,0.7,0,0.0,27.28,29.74,26.3,26.3,27.78,29.74,27.6,108,0,4,10,40,0,0,0,5.0,2.0,5.0,4.0,3.77,1.0044,1.6,27.0,167.4,117.0,0.06,0.04,-0.09,2.96,0.12,0,0,0,0,0,8410054001059
2023-10-07,SKU-005,"Ultima esterilizados gato 7,5kg",Pienso gato,Amazon,6,27.99,28.25,8.4,0.7,0,0.0,27.31,29.63,26.3,26.3,27.74,29.63,27.78,102,0,5,10,40,0,0,0,6.0,7.0,5.0,4.57,3.8,1.0182,1.95,22.3,169.49,119.08,0.02,-0.11,0.0,2.99,0.5,0,0,0,0,0,8410054001059
2023-10-08,SKU-005,"Ultima esterilizados gato 7,5kg",Pienso gato,Amazon,4,27.99,28.01,8.4,0.7,0,0.0,27.33,29.73,26.4,26.4,27.82,29.73,27.67,98,0,6,10,40,0,0,0,6.0,4.0,4.0,4.43,3.83,1.0068,1.61,22.1,112.05,78.45,0.02,0.1,0.1,3.23,0.19,0,0,0,0,0,8410054001059
2023-10-09,SKU-005,"Ultima esterilizados gato 7,5kg",Pienso gato,Amazon,3,27.99,27.99,8.4,0.7,0,0.0,27.12,29.64,26.27,26.27,27.68,29.64,27.55,95,0,0,10,41,0,0,0,4.0,1.0,3.0,4.43,3.83,1.0113,1.72,21.4,83.97,58.77,-0.21,-0.09,-0.13,-0.01,0.31,0,0,0,0,0,8410054001059
2023-10-10,SKU-005,"Ultima esterilizados gato 7,5kg",Pienso gato,Amazon,6,27.99,28.23,8.4,0.7,0,0.0,27.04,29.38,26.95,26.95,27.79,29.38,27.63,89,0,1,10,41,0,0,0,3.0,4.0,4.0,4.71,3.83,1.0157,1.28,18.9,169.35,118.95,-0.08,-0.26,0.68,0.71,0.44,0,0,0,0,0,8410054001059
2023-10-11,SKU-005,"Ultima esterilizados gato 7,5kg",Pienso gato,Amazon,2,27.99,28.33,8.4,0.7,0,0.0,27.09,29.23,27.06,27.06,27.8,29.23,27.71,87,0,2,10,41,0,0,0,6.0,5.0,4.0,5.0,3.9,1.0189,1.27,17.4,56.65,39.85,0.06,-0.15,0.11,0.71,0.53,0,0,0,0,0,8410054001059
2023-10-12,SKU-005,"Ultima esterilizados gato 7,5kg",Pienso gato,Amazon,2,27.99,28.45,8.4,0.7,0,0.0,26.89,29.37,27.09,26.89,27.79,29.37,27.78,85,0,3,10,41,1,0,0,2.0,5.0,6.0,4.57,3.83,1.0238,1.56,18.6,56.9,40.1,-0.2,0.13,0.03,0.5,0.66,0,0,0,0,0,8410054001059
2023-10-13,SKU-005,"Ultima esterilizados gato 7,5kg",Pienso gato,Amazon,4,27.99,27.6,8.4,0.7,0,0.0,26.86,29.6,27.09,26.86,27.86,29.6,27.35,81,0,4,10,41,0,0,0,2.0,6.0,1.0,4.14,3.7,0.9908,0.74,19.6,110.39,76.79,-0.03,0.24,0.0,0.56,-0.26,0,0,0,0,0,8410054001059
2023-10-14,SKU-005,"Ultima esterilizados gato 7,5kg",Pienso gato,Amazon,8,27.99,23.96,8.4,0.7,1,0.14,26.87,29.85,27.33,26.87,28.01,29.85,27.11,73,0,5,10,41,0,0,0,4.0,6.0,1.0,3.86,3.8,0.8553,-2.91,18.9,191.66,124.46,0.01,0.25,0.24,0.57,-4.05,0,0,1,0,0,8410054001059
2023-10-15,SKU-005,"Ultima esterilizados gato 7,5kg",Pienso gato,Amazon,7,27.99,28.06,8.4,0.7,0,0.0,23.55,29.77,27.35,23.55,26.89,29.77,27.71,66,0,6,10,41,0,0,0,8.0,4.0,4.0,4.14,4.03,1.0433,4.5,15.9,196.4,137.6,-3.32,-0.08,0.02,-2.84,1.16,1,1,0,0,0,8410054001059
2023-10-16,SKU-005,"Ultima esterilizados gato 7,5kg",Pienso gato,Amazon,1,27.99,28.08,8.4,0.7,0,0.0,23.63,29.74,27.21,23.63,26.86,29.74,27.64,65,0,0,10,42,0,0,0,7.0,3.0,7.0,4.57,4.13,1.0455,4.45,14.2,28.08,19.68,0.08,-0.03,-0.15,-2.63,1.22,1,1,0,0,0,8410054001059
2023-10-17,SKU-005,"Ultima esterilizados gato 7,5kg",Pienso gato,Amazon,3,27.99,28.49,8.4,0.7,0,0.0,26.63,29.68,26.94,26.63,27.75,29.68,27.71,62,0,1,10,42,0,0,0,1.0,6.0,3.0,4.29,3.93,1.0266,1.86,14.5,85.48,60.28,3.0,-0.06,-0.27,-0.31,0.74,0,0,0,0,0,8410054001059
2023-10-18,SKU-005,"Ultima esterilizados gato 7,5kg",Pienso gato,Amazon,5,27.99,27.99,8.4,0.7,0,0.0,26.67,29.68,26.66,26.66,27.67,29.68,27.33,57,0,2,10,42,0,0,0,3.0,2.0,3.0,3.86,3.93,1.0117,1.33,14.8,139.95,97.95,0.03,0.0,-0.28,-0.4,0.32,0,0,0,0,0,8410054001059
2023-10-19,SKU-005,"Ultima esterilizados gato 7,5kg",Pienso gato,Amazon,5,27.99,27.83,8.4,0.7,0,0.0,26.63,29.49,26.68,26.63,27.6,29.49,27.26,52,0,3,10,42,0,0,0,5.0,2.0,4.0,4.29,4.0,1.0085,1.2,12.1,139.17,97.16,-0.03,-0.19,0.02,-0.26,0.24,0,0,0,0,0,8410054001059
2023-10-20,SKU-005,"Ultima esterilizados gato 7,5kg",Pienso gato,Amazon,4,27.99,28.31,8.4,0.7,0,0.0,26.52,29.41,26.74,26.52,27.55,29.41,27.53,48,0,4,10,42,0,0,0,5.0,4.0,2.0,4.71,4.03,1.0276,1.79,10.2,113.26,79.66,-0.11,-0.08,0.06,-0.34,0.76,0,0,0,0,0,8410054001059
2023-10-21,SKU-005,"Ultima esterilizados gato 7,5kg",Pienso gato,Amazon,4,27.99,27.77,8.4,0.7,0,0.0,26.46,29.45,26.93,26.46,27.61,29.45,27.35,44,0,5,10,42,0,0,0,4.0,8.0,2.0,4.71,4.1,1.0057,1.31,9.3,111.06,77.46,-0.07,0.03,0.19,-0.41,0.16,0,0,0,0,0,8410054001059
2023-10-22,SKU-005,"Ultima esterilizados gato 7,5kg",Pienso gato,Amazon,3,27.99,28.52,8.4,0.7,0,0.0,23.45,29.58,27.11,23.45,26.71,29.58,27.81,41,0,6,10,42,0,0,0,4.0,7.0,8.0,4.14,4.17,1.0675,5.06,9.9,85.55,60.35,-3.0,0.13,0.18,-0.1,1.8,0,1,0,0,0,8410054001059
2023-10-23,SKU-005,"Ultima esterilizados gato 7,5kg",Pienso gato,Amazon,1,27.99,27.93,8.4,0.7,0,0.0,23.41,29.42,26.29,23.41,26.38,29.42,27.11,40,0,0,10,43,0,0,0,3.0,1.0,4.0,3.57,4.0,1.059,4.52,11.2,27.93,19.53,-0.04,-0.16,-0.82,-0.22,1.56,0,1,0,0,0,8410054001059
2023-10-24,SKU-005,"Ultima esterilizados gato 7,5kg",Pienso gato,Amazon,2,27.99,27.9,8.4,0.7,0,0.0,23.15,29.47,26.38,23.15,26.33,29.47,27.14,38,0,1,10,43,0,0,0,1.0,3.0,3.0,3.57,3.9,1.0595,4.75,10.6,55.8,39.0,-0.26,0.04,0.09,-3.48,1.57,1,1,0,0,0,8410054001059
2023-10-25,SKU-005,"Ultima esterilizados gato 7,5kg",Pienso gato,Amazon,4,27.99,27.98,8.4,0.7,0,0.0,23.18,29.22,26.34,23.18,26.25,29.22,27.16,34,0,2,10,43,0,0,0,2.0,5.0,3.0,3.43,3.87,1.0657,4.79,9.9,111.92,78.31,0.03,-0.25,-0.03,-3.47,1.72,1,1,0,0,0,8410054001059
2023-10-26,SKU-005,"Ultima esterilizados gato 7,5kg",Pienso gato,Amazon,2,27.99,27.55,8.4,0.7,0,0.0,23.16,29.32,29.09,23.16,27.19,29.32,28.31,32,0,3,10,43,0,0,0,4.0,5.0,2.0,3.29,3.9,1.0132,4.39,9.7,55.11,38.31,-0.02,0.1,2.74,-3.47,0.36,1,1,0,0,0,8410054001059
2023-10-27,SKU-005,"Ultima esterilizados gato 7,5kg",Pienso gato,Amazon,2,27.99,28.27,8.4,0.7,0,0.0,23.29,29.38,29.09,23.29,27.25,29.38,28.67,30,0,4,10,43,0,0,0,2.0,4.0,4.0,2.86,3.9,1.0374,4.98,10.5,56.54,39.74,0.12,0.06,0.0,-3.24,1.02,1,1,0,0,0,8410054001059
2023-10-28,SKU-005,"Ultima esterilizados gato 7,5kg",Pienso gato,Amazon,7,27.99,27.49,8.4,0.7,0,0.0,23.32,29.52,29.07,23.32,27.31,29.52,28.27,23,0,5,10,43,0,0,0,2.0,4.0,3.0,2.57,3.83,1.0066,4.17,8.9,192.4,133.6,0.03,0.15,-0.02,-3.14,0.18,1,1,0,0,0,8410054001059
2023-10-29,SKU-005,"Ultima esterilizados gato 7,5kg",Pienso gato,Amazon,3,27.99,27.58,8.4,0.7,0,0.0,23.35,29.47,29.02,23.35,27.28,29.47,28.29,20,0,6,10,43,0,0,0,7.0,3.0,2.0,3.0,3.97,1.0107,4.22,6.7,82.73,57.53,0.03,-0.06,-0.04,-0.1,0.29,0,1,0,0,0,8410054001059
2023-10-30,SKU-005,"Ultima esterilizados gato 7,5kg",Pienso gato,Amazon,2,27.99,28.38,8.4,0.7,0,0.0,23.29,29.63,28.94,23.29,27.28,29.63,28.66,18,0,0,10,44,0,0,0,3.0,1.0,7.0,3.0,4.0,1.0402,5.1,6.0,56.76,39.96,-0.07,0.16,-0.08,-0.12,1.1,0,1,0,0,0,8410054001059
2023-10-31,SKU-005,"Ultima esterilizados gato 7,5kg",Pienso gato,Amazon,1,27.99,27.49,8.4,0.7,0,0.0,23.27,29.43,27.23,23.27,26.65,29.43,27.35,17,0,1,10,44,0,0,0,2.0,2.0,4.0,3.14,3.83,1.0315,4.21,5.4,27.49,19.09,-0.01,-0.19,-1.71,0.12,0.84,0,1,0,0,0,8410054001059
2023-11-01,SKU-005,"Ultima esterilizados gato 7,5kg",Pienso gato,Amazon,7,27.99,28.06,8.4,0.7,0,0.0,23.38,29.29,27.32,23.38,26.66,29.29,27.69,67,0,2,11,44,1,0,0,1.0,4.0,1.0,3.0,3.73,1.0525,4.68,22.3,196.4,137.6,0.1,-0.15,0.09,0.19,1.4,0,1,0,0,0,8410054001059
2023-11-02,SKU-005,"Ultima esterilizados gato 7,5kg",Pienso gato,Amazon,4,27.99,27.98,8.4,0.7,0,0.0,23.44,29.24,27.11,23.44,26.6,29.24,27.54,63,0,3,11,44,0,0,0,7.0,2.0,4.0,3.43,3.93,1.0518,4.54,18.4,111.92,78.31,0.07,-0.04,-0.21,0.28,1.38,0,1,0,0,0,8410054001059
2023-11-03,SKU-005,"Ultima esterilizados gato 7,5kg",Pienso gato,Amazon,6,27.99,27.87,8.4,0.7,0,0.0,23.57,29.22,27.03,23.57,26.6,29.22,27.44,57,0,4,11,44,0,0,0,4.0,2.0,5.0,3.71,3.93,1.0476,4.3,15.4,167.2,116.8,0.12,-0.02,-0.08,0.28,1.27,0,1,0,0,0,8410054001059
2023-11-04,SKU-005,"Ultima esterilizados gato 7,5kg",Pienso gato,Amazon,3,27.99,27.84,8.4,0.7,0,0.0,23.47,29.23,27.07,23.47,26.59,29.23,27.46,54,0,5,11,44,0,0,0,6.0,7.0,5.0,4.29,3.97,1.0472,4.38,12.6,83.53,58.33,-0.1,0.01,0.04,0.15,1.25,0,1,0,0,0,8410054001059
2023-11-05,SKU-005,"Ultima esterilizados gato 7,5kg",Pienso gato,Amazon,4,27.99,24.64,8.4,0.7,1,0.12,23.34,29.3,27.09,23.34,26.58,29.3,25.87,50,0,6,11,44,0,0,0,3.0,3.0,6.0,3.71,3.9,0.9271,1.3,13.5,98.56,64.96,-0.12,0.07,0.02,-0.01,-1.94,0,0,0,0,0,8410054001059
2023-11-06,SKU-005,"Ultima esterilizados gato 7,5kg",Pienso gato,Amazon,5,27.99,28.08,8.4,0.7,0,0.0,25.74,27.99,27.24,25.74,26.99,27.99,27.62,45,0,0,11,45,0,0,0,4.0,2.0,6.0,3.86,3.83,1.0402,2.34,11.7,140.4,98.4,2.4,-1.31,0.15,2.45,1.09,0,0,0,0,0,8410054001059
2023-11-07,SKU-005,"Ultima esterilizados gato 7,5kg",Pienso gato,Amazon,7,27.99,28.17,8.4,0.7,0,0.0,25.72,27.93,27.52,25.72,27.06,27.93,27.73,38,0,1,11,45,0,0,0,5.0,1.0,4.0,4.29,3.8,1.041,2.45,8.9,197.18,138.38,-0.02,-0.06,0.28,2.44,1.11,0,0,0,0,0,8410054001059
2023-11-08,SKU-005,"Ultima esterilizados gato 7,5kg",Pienso gato,Amazon,5,27.99,21.83,8.4,0.7,1,0.23,25.79,27.75,27.4,25.79,26.98,27.75,26.59,33,0,2,11,45,0,0,0,7.0,7.0,3.0,5.14,3.9,809.0,-3.96,6.4,109.15,67.15,0.08,-0.18,-0.12,2.42,-5.15,0,0,1,1,0,8410054001059
2023-11-09,SKU-005,"Ultima esterilizados gato 7,5kg",Pienso gato,Amazon,2,27.99,28.18,8.4,0.7,0,0.0,25.91,27.78,25.41,25.41,26.37,27.78,26.84,31,0,3,11,45,0,0,0,5.0,4.0,6.0,4.86,3.97,1.0688,2.77,6.4,56.36,39.56,0.11,0.02,-1.98,1.97,1.81,0,1,0,1,0,8410054001059
2023-11-10,SKU-005,"Ultima esterilizados gato 7,5kg",Pienso gato,Amazon,7,27.99,28.23,8.4,0.7,0,0.0,26.05,27.69,25.39,25.39,26.38,27.69,26.87,24,0,4,11,45,0,0,0,2.0,6.0,2.0,4.57,3.83,1.0701,2.83,5.3,197.58,138.77,0.15,-0.09,-0.02,1.83,1.85,0,1,0,1,0,8410054001059
2023-11-11,SKU-005,"Ultima esterilizados gato 7,5kg",Pienso gato,Amazon,1,27.99,28.14,8.4,0.7,0,0.0,26.01,27.6,25.13,25.13,26.24,27.6,26.8,23,0,5,11,45,0,0,0,7.0,3.0,2.0,4.71,4.0,1.0721,3.0,4.9,28.14,19.74,-0.04,-0.09,-0.26,1.67,1.89,0,1,0,1,0,8410054001059
2023-11-12,SKU-005,"Ultima esterilizados gato 7,5kg",Pienso gato,Amazon,7,27.99,28.0,8.4,0.7,0,0.0,24.44,27.71,24.91,24.44,25.68,27.71,26.31,16,0,6,11,45,0,0,0,1.0,4.0,4.0,4.43,3.97,1.0903,3.56,3.6,196.01,137.21,-1.57,0.11,-0.22,1.1,2.32,0,1,0,1,0,8410054001059
2023-11-13,SKU-005,"Ultima esterilizados gato 7,5kg",Pienso gato,Amazon,2,27.99,28.11,8.4,0.7,0,0.0,24.38,27.82,25.03,24.38,25.75,27.82,26.43,103,0,0,11,46,0,0,0,7.0,5.0,8.0,4.86,4.07,1.0918,3.73,21.2,56.23,39.43,-0.06,0.11,0.12,-1.36,2.36,1,1,0,0,0,8410054001059
2023-11-14,SKU-005,"Ultima esterilizados gato 7,5kg",Pienso gato,Amazon,4,27.99,28.34,8.4,0.7,0,0.0,24.34,27.9,25.59,24.34,25.94,27.9,26.75,99,0,1,11,46,0,0,0,2.0,7.0,7.0,4.43,3.87,1.0924,4.0,22.3,113.35,79.75,-0.04,0.08,0.56,-1.38,2.4,1,1,0,0,0,8410054001059
2023-11-15,SKU-005,"Ultima esterilizados gato 7,5kg",Pienso gato,Amazon,5,27.99,27.69,8.4,0.7,0,0.0,24.33,27.83,25.55,24.33,25.91,27.83,26.61,94,0,2,11,46,0,0,0,4.0,5.0,1.0,4.0,3.77,1.0687,3.36,23.5,138.44,96.44,-0.01,-0.07,-0.04,-1.47,1.78,1,1,0,0,0,8410054001059
2023-11-16,SKU-005,"Ultima esterilizados gato 7,5kg",Pienso gato,Amazon,4,27.99,27.51,8.4,0.7,0,0.0,24.29,27.81,25.47,24.29,25.86,27.81,26.49,90,0,3,11,46,0,0,0,5.0,2.0,3.0,4.0,3.9,1.0637,3.21,22.5,110.03,76.43,-0.03,-0.02,-0.08,-1.12,1.65,0,1,0,0,0,8410054001059
2023-11-17,SKU-005,"Ultima esterilizados gato 7,5kg",Pienso gato,Amazon,4,27.99,28.52,8.4,0.7,0,0.0,24.2,27.72,25.12,24.2,25.68,27.72,26.42,86,0,4,11,46,0,0,0,4.0,7.0,5.0,4.29,3.93,1.1103,4.31,20.0,114.07,80.46,-0.09,-0.09,-0.35,-1.19,2.83,0,1,0,0,0,8410054001059
2023-11-18,SKU-005,"Ultima esterilizados gato 7,5kg",Pienso gato,Amazon,5,27.99,28.38,8.4,0.7,0,0.0,24.28,27.68,25.02,24.28,25.66,27.68,26.34,81,0,5,11,46,0,0,0,4.0,1.0,5.0,3.86,3.9,1.1061,4.1,21.0,141.91,99.91,0.08,-0.04,-0.1,-0.85,2.72,0,1,0,0,0,8410054001059
2023-11-19,SKU-005,"Ultima esterilizados gato 7,5kg",Pienso gato,Amazon,2,27.99,28.21,8.4,0.7,0,0.0,24.26,27.31,25.18,24.26,25.58,27.31,26.24,79,0,6,11,46,0,0,0,5.0,7.0,4.0,4.43,3.9,1.1029,3.95,17.8,56.43,39.63,-0.02,-0.37,0.16,-0.18,2.63,0,1,0,0,0,8410054001059
2023-11-20,SKU-005,"Ultima esterilizados gato 7,5kg",Pienso gato,Amazon,5,27.99,28.43,8.4,0.7,0,0.0,24.19,27.19,25.08,24.19,25.49,27.19,26.14,74,0,0,11,47,0,0,0,2.0,2.0,4.0,3.71,3.83,1.1151,4.23,19.9,142.13,100.13,-0.07,-0.11,-0.1,-0.19,2.93,0,1,0,0,0,8410054001059
2023-11-21,SKU-005,"Ultima esterilizados gato 7,5kg",Pienso gato,Amazon,4,27.99,28.06,8.4,0.7,0,0.0,24.23,27.02,25.0,24.23,25.41,27.02,26.01,70,0,1,11,47,0,0,0,5.0,4.0,3.0,4.14,3.87,1.104,3.83,16.9,112.23,78.63,0.03,-0.18,-0.08,-0.11,2.64,0,1,0,0,0,8410054001059
2023-11-22,SKU-005,"Ultima esterilizados gato 7,5kg",Pienso gato,Amazon,5,27.99,22.56,8.4,0.7,1,0.2,24.22,27.03,25.01,24.22,25.41,27.03,24.62,65,0,2,11,47,0,0,0,4.0,5.0,1.0,4.14,3.9,0.8876,-1.66,15.7,112.79,70.79,-0.01,0.01,0.01,-0.11,-2.86,0,0,1,0,0,8410054001059
2023-11-23,SKU-005,"Ultima esterilizados gato 7,5kg",Pienso gato,Amazon,5,27.99,28.2,8.4,0.7,0,0.0,22.13,28.67,24.95,22.13,25.26,28.67,26.58,60,0,3,11,47,0,0,0,5.0,4.0,2.0,4.14,4.03,1.1166,6.07,14.5,141.01,99.01,-2.08,1.65,-0.06,-2.16,2.95,1,1,0,0,0,8410054001059
