fecha,sku_id,nombre_producto,categoria,plataforma,unidades_vendidas,pvp_base,precio_venta,coste_unitario,margen_bruto,promocion_activa,descuento_pct,precio_decathlon,precio_trailzone,precio_outdoorpro,precio_comp_min,precio_comp_avg,precio_comp_max,precio_mercado_ref,stock_disponible,dias_sin_stock,dia_semana,mes,semana_anio,es_festivo,es_blackfriday,es_navidad,ventas_lag_1,ventas_lag_7,ventas_lag_30,ventas_media_7d,ventas_media_30d,ratio_precio_mercado,diferencia_precio_min,dias_cobertura_stock,ingreso_estimado,margen_estimado_eur,var_precio_decathlon_1d,var_precio_trailzone_1d,var_precio_outdoorpro_1d,var_precio_comp_min_7d,diferencia_precio_avg,alerta_bajada_competidor,alerta_precio_alto,oportunidad_subida_precio,alerta_stockout_riesgo,alerta_exceso_stock
2023-03-19,SKU-004,Zapatillas trail running mujer,Calzado,Shopify,2,84.99,84.77,30.0,647.0,0,0.0,68.72,101.07,91.71,68.72,87.17,101.07,88.24,121,0,6,3,11,0,0,0,2.0,3.0,2.0,2.57,2.43,0.9725,16.05,47.1,169.54,109.54,-0.27,-0.97,0.59,-8.69,-2.4,1,1,0,0,0
2023-03-20,SKU-004,Zapatillas trail running mujer,Calzado,Shopify,1,84.99,85.99,30.0,647.0,0,0.0,68.66,101.34,91.58,68.66,87.19,101.34,88.78,120,0,0,3,12,0,0,0,2.0,1.0,1.0,2.43,2.43,0.9862,17.33,49.4,85.99,55.99,-0.06,0.27,-0.13,-0.92,-1.2,0,1,0,0,1
2023-03-21,SKU-004,Zapatillas trail running mujer,Calzado,Shopify,6,84.99,66.68,30.0,647.0,1,0.22,68.25,101.38,91.14,68.25,86.92,101.38,79.69,114,0,1,3,12,0,0,0,1.0,3.0,1.0,2.43,2.43,0.7671,-1.57,46.9,400.08,220.08,-0.41,0.04,-0.44,-1.72,-20.24,0,0,1,0,1
2023-03-22,SKU-004,Zapatillas trail running mujer,Calzado,Shopify,2,84.99,86.62,30.0,647.0,0,0.0,68.18,101.97,91.31,68.18,87.15,101.97,88.96,112,0,2,3,12,0,0,0,6.0,6.0,1.0,2.86,2.6,0.9939,18.44,39.2,173.24,113.24,-0.07,0.59,0.17,-1.6,-0.53,0,1,0,0,0
2023-03-23,SKU-004,Zapatillas trail running mujer,Calzado,Shopify,3,84.99,84.41,30.0,647.0,0,0.0,73.97,102.19,80.43,73.97,85.53,102.19,82.42,109,0,3,3,12,0,0,0,2.0,3.0,1.0,2.29,2.63,0.9869,10.44,47.6,253.23,163.23,5.79,0.22,-10.88,4.72,-1.12,0,1,0,0,1
2023-03-24,SKU-004,Zapatillas trail running mujer,Calzado,Shopify,6,84.99,70.63,30.0,647.0,1,0.18,74.07,100.88,74.3,74.07,83.08,100.88,74.18,103,0,4,3,12,0,0,0,3.0,0.0,2.0,2.29,2.7,0.8501,-3.44,45.0,423.78,243.78,0.1,-1.31,-6.13,4.77,-12.45,0,0,1,0,0
2023-03-25,SKU-004,Zapatillas trail running mujer,Calzado,Shopify,4,84.99,85.23,30.0,647.0,0,0.0,73.59,80.11,73.69,73.59,75.8,80.11,76.9,99,0,5,3,12,0,0,0,6.0,2.0,0.0,3.14,2.83,1.1244,11.64,31.5,340.92,220.92,-0.48,-20.77,-0.61,4.6,9.43,0,1,0,0,0
2023-03-26,SKU-004,Zapatillas trail running mujer,Calzado,Shopify,1,84.99,85.42,30.0,647.0,0,0.0,73.42,80.62,73.69,73.42,75.91,80.62,77.16,98,0,6,3,12,0,0,0,4.0,2.0,3.0,3.43,2.97,1.1253,12.0,28.6,85.42,55.42,-0.17,0.51,0.0,4.7,9.51,0,1,0,0,0
2023-03-27,SKU-004,Zapatillas trail running mujer,Calzado,Shopify,1,84.99,84.74,30.0,647.0,0,0.0,77.11,80.43,74.0,74.0,77.18,80.43,78.77,97,0,0,3,13,0,0,0,1.0,1.0,4.0,3.29,2.9,1.098,10.74,29.5,84.74,54.74,3.69,-0.19,0.31,5.34,7.56,0,1,0,0,0
2023-03-28,SKU-004,Zapatillas trail running mujer,Calzado,Shopify,2,84.99,86.44,30.0,647.0,0,0.0,77.54,79.9,73.88,73.88,77.11,79.9,78.72,95,0,1,3,13,0,0,0,1.0,6.0,4.0,3.29,2.8,1.121,12.56,28.9,172.88,112.88,0.43,-0.53,-0.12,5.63,9.33,0,1,0,0,0
2023-03-29,SKU-004,Zapatillas trail running mujer,Calzado,Shopify,2,84.99,86.13,30.0,647.0,0,0.0,78.16,80.14,73.96,73.96,77.42,80.14,79.15,93,0,2,3,13,0,0,0,2.0,2.0,2.0,2.71,2.73,1.1125,12.17,34.3,172.26,112.26,0.62,0.24,0.08,5.78,8.71,0,1,0,0,0
2023-03-30,SKU-004,Zapatillas trail running mujer,Calzado,Shopify,1,84.99,83.67,30.0,647.0,0,0.0,78.03,80.68,77.15,77.15,78.62,80.68,79.36,92,0,3,3,13,0,0,0,2.0,3.0,0.0,2.71,2.73,1.0642,6.52,33.9,83.67,53.67,-0.13,0.54,3.19,3.18,5.05,0,0,0,0,0
2023-03-31,SKU-004,Zapatillas trail running mujer,Calzado,Shopify,5,84.99,83.89,30.0,647.0,0,0.0,78.88,80.59,77.24,77.24,78.9,80.59,79.74,87,0,4,3,13,0,0,0,1.0,6.0,5.0,2.43,2.77,1.0632,6.65,35.8,419.45,269.45,0.85,-0.09,0.09,3.17,4.99,0,0,0,0,0
2023-04-01,SKU-004,Zapatillas trail running mujer,Calzado,Shopify,4,84.99,86.23,30.0,647.0,0,0.0,78.63,81.42,77.16,77.16,79.07,81.42,80.03,158,0,5,4,13,0,0,0,5.0,4.0,1.0,2.29,2.77,1.0906,9.07,69.0,344.92,224.92,-0.25,0.83,-0.08,3.57,7.16,0,1,0,0,1
2023-04-02,SKU-004,Zapatillas trail running mujer,Calzado,Shopify,5,84.99,85.92,30.0,647.0,0,0.0,78.66,81.89,76.74,76.74,79.1,81.89,80.28,153,0,6,4,13,0,0,0,4.0,1.0,10.0,2.29,2.87,1.0862,9.18,66.8,429.6,279.6,0.03,0.47,-0.42,3.32,6.82,0,1,0,0,1
2023-04-03,SKU-004,Zapatillas trail running mujer,Calzado,Shopify,2,84.99,84.25,30.0,647.0,0,0.0,78.83,82.48,77.2,77.2,79.5,82.48,80.66,151,0,0,4,14,0,0,0,5.0,1.0,3.0,2.86,2.7,1.0597,7.05,52.8,168.5,108.5,0.17,0.59,0.46,3.2,4.75,0,0,0,0,0
2023-04-04,SKU-004,Zapatillas trail running mujer,Calzado,Shopify,5,84.99,83.76,30.0,647.0,0,0.0,79.08,82.72,77.11,77.11,79.64,82.72,80.9,146,0,1,4,14,0,0,0,2.0,2.0,4.0,3.0,2.67,1.0517,6.65,48.7,418.8,268.8,0.25,0.24,-0.09,3.23,4.12,0,0,0,0,0
2023-04-05,SKU-004,Zapatillas trail running mujer,Calzado,Shopify,3,84.99,84.19,30.0,647.0,0,0.0,78.82,82.91,77.15,77.15,79.63,82.91,80.86,143,0,2,4,14,0,0,0,5.0,2.0,4.0,3.43,2.7,1.0573,7.04,41.7,252.57,162.57,-0.26,0.19,0.04,3.19,4.56,0,0,0,0,0
2023-04-06,SKU-004,Zapatillas trail running mujer,Calzado,Shopify,3,84.99,84.28,30.0,647.0,0,0.0,79.63,83.88,76.66,76.66,80.06,83.88,81.76,140,0,3,4,14,1,0,0,3.0,1.0,1.0,3.57,2.67,1.0527,7.62,39.2,252.84,162.84,0.81,0.97,-0.49,-0.49,4.22,0,0,0,0,0
2023-04-07,SKU-004,Zapatillas trail running mujer,Calzado,Shopify,5,84.99,83.72,30.0,647.0,0,0.0,80.31,83.66,86.63,80.31,83.53,86.63,83.69,135,0,4,4,14,1,0,0,3.0,5.0,0.0,3.86,2.73,1.0023,3.41,35.0,418.6,268.6,0.68,-0.22,9.97,3.07,0.19,0,0,0,0,0
2023-04-08,SKU-004,Zapatillas trail running mujer,Calzado,Shopify,4,84.99,85.36,30.0,647.0,0,0.0,80.66,85.04,86.42,80.66,84.04,86.42,85.2,131,0,5,4,14,0,0,0,5.0,4.0,1.0,3.86,2.9,1.0157,4.7,33.9,341.44,221.44,0.35,1.38,-0.21,3.5,1.32,0,0,0,0,0
2023-04-09,SKU-004,Zapatillas trail running mujer,Calzado,Shopify,5,84.99,83.55,30.0,647.0,0,0.0,80.52,85.92,86.07,80.52,84.17,86.07,84.74,126,0,6,4,14,0,0,0,4.0,5.0,2.0,3.86,3.0,0.9926,3.03,32.6,417.75,267.75,-0.14,0.88,-0.35,3.78,-0.62,0,0,0,0,0
2023-04-10,SKU-004,Zapatillas trail running mujer,Calzado,Shopify,5,84.99,84.49,30.0,647.0,0,0.0,79.75,86.28,86.24,79.75,84.09,86.28,85.36,121,0,0,4,15,0,0,0,5.0,2.0,3.0,3.86,3.1,1.0048,4.74,31.3,422.45,272.45,-0.77,0.36,0.17,2.55,0.4,0,0,0,0,0
2023-04-11,SKU-004,Zapatillas trail running mujer,Calzado,Shopify,2,84.99,84.2,30.0,647.0,0,0.0,79.07,86.38,85.9,79.07,83.78,86.38,85.05,119,0,1,4,15,0,0,0,5.0,5.0,3.0,4.29,3.17,1.005,5.13,27.7,168.4,108.4,-0.68,0.1,-0.34,1.96,0.42,0,0,0,0,0
2023-04-12,SKU-004,Zapatillas trail running mujer,Calzado,Shopify,11,84.99,84.02,30.0,647.0,0,0.0,78.96,86.38,77.9,77.9,81.08,86.38,81.49,108,0,2,4,15,0,0,0,2.0,3.0,1.0,3.86,3.13,1.0363,6.12,28.0,924.22,594.22,-0.11,0.0,-8.0,0.75,2.94,0,0,0,0,0
2023-04-13,SKU-004,Zapatillas trail running mujer,Calzado,Shopify,5,84.99,86.33,30.0,647.0,0,0.0,79.64,86.17,77.7,77.7,81.17,86.17,82.9,103,0,3,4,15,0,0,0,11.0,3.0,3.0,5.0,3.47,1.0636,8.63,20.6,431.65,281.65,0.68,-0.21,-0.2,1.04,5.16,0,1,0,0,0
2023-04-14,SKU-004,Zapatillas trail running mujer,Calzado,Shopify,3,84.99,84.68,30.0,647.0,0,0.0,79.57,86.54,78.26,78.26,81.46,86.54,82.12,100,0,4,4,15,0,0,0,5.0,5.0,6.0,5.29,3.53,1.0395,6.42,18.9,254.04,164.04,-0.07,0.37,0.56,-2.05,3.22,0,0,0,0,0
2023-04-15,SKU-004,Zapatillas trail running mujer,Calzado,Shopify,6,84.99,85.02,30.0,647.0,0,0.0,79.2,86.24,78.34,78.34,81.26,86.24,82.11,94,0,5,4,15,0,0,0,3.0,4.0,3.0,5.0,3.43,1.0463,6.68,18.8,510.12,330.12,-0.37,-0.3,0.08,-2.32,3.76,0,0,0,0,0
2023-04-16,SKU-004,Zapatillas trail running mujer,Calzado,Shopify,1,84.99,84.23,30.0,647.0,0,0.0,78.85,85.75,78.69,78.69,81.1,85.75,81.54,93,0,6,4,15,0,0,0,6.0,5.0,0.0,5.29,3.53,1.0386,5.54,17.6,84.23,54.23,-0.35,-0.49,0.35,-1.83,3.13,0,0,0,0,0
2023-04-17,SKU-004,Zapatillas trail running mujer,Calzado,Shopify,2,84.99,86.4,30.0,647.0,0,0.0,74.07,85.91,78.28,74.07,79.42,85.91,82.1,91,0,0,4,16,0,0,0,1.0,5.0,2.0,4.71,3.57,1.0879,12.33,19.3,172.8,112.8,-4.78,0.16,-0.41,-5.68,6.98,1,1,0,0,0
2023-04-18,SKU-004,Zapatillas trail running mujer,Calzado,Shopify,3,84.99,83.65,30.0,647.0,0,0.0,74.7,85.56,78.53,74.7,79.6,85.56,81.09,88,0,1,4,16,0,0,0,2.0,2.0,2.0,4.29,3.57,1.0509,8.95,20.5,250.95,160.95,0.63,-0.35,0.25,-4.37,4.05,1,1,0,0,0
2023-04-19,SKU-004,Zapatillas trail running mujer,Calzado,Shopify,1,84.99,86.63,30.0,647.0,0,0.0,73.82,97.01,80.75,73.82,83.86,97.01,83.69,87,0,2,4,16,0,0,0,3.0,11.0,1.0,4.43,3.6,1.033,12.81,19.6,86.63,56.63,-0.88,11.45,2.22,-4.08,2.77,1,1,0,0,0
2023-04-20,SKU-004,Zapatillas trail running mujer,Calzado,Shopify,2,84.99,72.77,30.0,647.0,1,0.16,73.33,96.7,80.66,73.33,83.56,96.7,77.0,85,0,3,4,16,0,0,0,1.0,5.0,6.0,3.0,3.6,0.8709,-0.56,28.3,145.54,85.54,-0.49,-0.31,-0.09,-4.37,-10.79,1,0,1,0,0
2023-04-21,SKU-004,Zapatillas trail running mujer,Calzado,Shopify,4,84.99,83.32,30.0,647.0,0,0.0,73.51,97.65,80.88,73.51,84.01,97.65,82.1,81,0,4,4,16,0,0,0,2.0,3.0,2.0,2.57,3.47,0.9918,9.81,31.5,333.28,213.28,0.18,0.95,0.22,-4.75,-0.69,1,1,0,0,0
2023-04-22,SKU-004,Zapatillas trail running mujer,Calzado,Shopify,4,84.99,85.22,30.0,647.0,0,0.0,72.23,97.31,81.11,72.23,83.55,97.31,83.16,77,0,5,4,16,0,0,0,4.0,6.0,3.0,2.71,3.53,1.02,12.99,28.4,340.88,220.88,-1.28,-0.34,0.23,-6.11,1.67,1,1,0,0,0
2023-04-23,SKU-004,Zapatillas trail running mujer,Calzado,Shopify,1,84.99,84.09,30.0,647.0,0,0.0,72.4,96.9,81.82,72.4,83.71,96.9,82.96,76,0,6,4,16,0,0,0,4.0,1.0,6.0,2.43,3.57,1.0045,11.69,31.3,84.09,54.09,0.17,-0.41,0.71,-6.29,0.38,1,1,0,0,0
2023-04-24,SKU-004,Zapatillas trail running mujer,Calzado,Shopify,2,84.99,84.97,30.0,647.0,0,0.0,72.69,97.04,83.47,72.69,84.4,97.04,84.22,74,0,0,4,17,0,0,0,1.0,2.0,4.0,2.43,3.4,1.0068,12.28,30.5,169.94,109.94,0.29,0.14,1.65,-1.38,0.57,0,1,0,0,0
2023-04-25,SKU-004,Zapatillas trail running mujer,Calzado,Shopify,3,84.99,83.37,30.0,647.0,0,0.0,72.36,96.57,84.18,72.36,84.37,96.57,83.78,71,0,1,4,17,0,0,0,2.0,3.0,1.0,2.43,3.33,0.9881,11.01,29.2,250.11,160.11,-0.33,-0.47,0.71,-2.34,-1.0,0,1,0,0,0
2023-04-26,SKU-004,Zapatillas trail running mujer,Calzado,Shopify,2,84.99,84.2,30.0,647.0,0,0.0,71.82,96.78,85.65,71.82,84.75,96.78,84.93,69,0,2,4,17,0,0,0,3.0,1.0,1.0,2.43,3.4,0.9935,12.38,28.4,168.4,108.4,-0.54,0.21,1.47,-2.0,-0.55,0,1,0,0,0
2023-04-27,SKU-004,Zapatillas trail running mujer,Calzado,Shopify,3,84.99,74.89,30.0,647.0,1,0.12,76.95,96.33,84.95,76.95,86.08,96.33,80.95,66,0,3,4,17,0,0,0,2.0,2.0,2.0,2.57,3.43,0.87,-2.06,25.7,224.67,134.67,5.13,-0.45,-0.7,3.62,-11.19,0,0,1,0,0
2023-04-28,SKU-004,Zapatillas trail running mujer,Calzado,Shopify,4,84.99,83.48,30.0,647.0,0,0.0,76.6,95.97,84.25,76.6,85.61,95.97,83.86,62,0,4,4,17,0,0,0,3.0,4.0,2.0,2.71,3.47,0.9751,6.88,22.9,333.92,213.92,-0.35,-0.36,-0.7,3.09,-2.13,0,0,0,0,0
2023-04-29,SKU-004,Zapatillas trail running mujer,Calzado,Shopify,2,84.99,86.3,30.0,647.0,0,0.0,76.41,95.26,74.45,74.45,82.04,95.26,81.35,60,0,5,4,17,0,0,0,4.0,4.0,1.0,2.71,3.53,1.0519,11.85,22.1,172.6,112.6,-0.19,-0.71,-9.8,2.22,4.26,0,1,0,0,0
2023-04-30,SKU-004,Zapatillas trail running mujer,Calzado,Shopify,6,84.99,84.15,30.0,647.0,0,0.0,76.43,95.43,74.52,74.52,82.13,95.43,80.29,54,0,6,4,17,0,0,0,2.0,1.0,5.0,2.43,3.57,1.0246,9.63,22.2,504.9,324.9,0.02,0.17,0.07,2.12,2.02,0,1,0,0,0
2023-05-01,SKU-004,Zapatillas trail running mujer,Calzado,Shopify,2,84.99,86.42,30.0,647.0,0,0.0,77.7,94.87,74.52,74.52,82.36,94.87,82.06,126,0,0,5,18,1,0,0,6.0,2.0,4.0,3.14,3.6,1.0493,11.9,40.1,172.84,112.84,1.27,-0.56,0.0,1.83,4.06,0,1,0,0,0
2023-05-02,SKU-004,Zapatillas trail running mujer,Calzado,Shopify,2,84.99,85.76,30.0,647.0,0,0.0,77.47,95.17,79.2,77.47,83.95,95.17,82.48,124,0,1,5,18,0,0,0,2.0,3.0,5.0,3.14,3.53,1.0216,8.29,39.5,171.52,111.52,-0.23,0.3,4.68,5.11,1.81,0,1,0,0,0
2023-05-03,SKU-004,Zapatillas trail running mujer,Calzado,Shopify,3,84.99,84.12,30.0,647.0,0,0.0,77.83,95.55,78.96,77.83,84.11,95.55,81.54,121,0,2,5,18,0,0,0,2.0,2.0,2.0,3.0,3.43,1.0001,6.29,40.3,252.36,162.36,0.36,0.38,-0.24,6.01,0.01,0,0,0,0,0
2023-05-04,SKU-004,Zapatillas trail running mujer,Calzado,Shopify,5,84.99,69.91,30.0,647.0,1,0.19,78.21,95.27,78.93,78.21,84.14,95.27,78.57,116,0,3,5,18,0,0,0,3.0,3.0,5.0,3.14,3.47,0.8309,-8.3,36.9,349.55,199.55,0.38,-0.28,-0.03,1.26,-14.23,0,0,1,0,0
2023-05-05,SKU-004,Zapatillas trail running mujer,Calzado,Shopify,8,84.99,85.12,30.0,647.0,0,0.0,69.23,95.72,86.22,69.23,83.72,95.72,85.67,108,0,4,5,18,0,0,0,5.0,4.0,3.0,3.43,3.47,1.0167,15.89,31.5,680.96,440.96,-8.98,0.45,7.29,-7.37,1.4,1,1,0,0,0
2023-05-06,SKU-004,Zapatillas trail running mujer,Calzado,Shopify,5,84.99,83.35,30.0,647.0,0,0.0,69.04,96.11,86.13,69.04,83.76,96.11,84.74,103,0,5,5,18,0,0,0,8.0,2.0,3.0,4.0,3.63,0.9951,14.31,25.8,416.75,266.75,-0.19,0.39,-0.09,-5.41,-0.41,1,1,0,0,0
2023-05-07,SKU-004,Zapatillas trail running mujer,Calzado,Shopify,1,84.99,84.35,30.0,647.0,0,0.0,69.14,96.69,85.6,69.14,83.81,96.69,84.98,102,0,6,5,18,0,0,0,5.0,6.0,5.0,4.43,3.7,1.0064,15.21,23.0,84.35,54.35,0.1,0.58,-0.53,-5.38,0.54,1,1,0,0,0
2023-05-08,SKU-004,Zapatillas trail running mujer,Calzado,Shopify,3,84.99,84.21,30.0,647.0,0,0.0,69.07,96.37,86.42,69.07,83.95,96.37,85.32,99,0,0,5,19,0,0,0,1.0,2.0,4.0,3.71,3.57,1.0031,15.14,26.7,252.63,162.63,-0.07,-0.32,0.82,-5.45,0.26,1,1,0,0,0
2023-05-09,SKU-004,Zapatillas trail running mujer,Calzado,Shopify,6,84.99,83.98,30.0,647.0,0,0.0,68.78,96.03,86.01,68.78,83.61,96.03,85.0,93,0,1,5,19,0,0,0,3.0,2.0,5.0,3.86,3.53,1.0044,15.2,24.1,503.88,323.88,-0.29,-0.34,-0.41,-8.69,0.37,1,1,0,0,0
2023-05-10,SKU-004,Zapatillas trail running mujer,Calzado,Shopify,4,84.99,85.21,30.0,647.0,0,0.0,68.8,96.39,88.43,68.8,84.54,96.39,86.82,89,0,2,5,19,0,0,0,6.0,3.0,5.0,4.43,3.57,1.0079,16.41,20.1,340.84,220.84,0.02,0.36,2.42,-9.03,0.67,1,1,0,0,0
2023-05-11,SKU-004,Zapatillas trail running mujer,Calzado,Shopify,4,84.99,84.0,30.0,647.0,0,0.0,68.96,96.53,88.11,68.96,84.53,96.53,86.06,85,0,3,5,19,0,0,0,4.0,5.0,2.0,4.57,3.53,0.9937,15.04,18.6,336.0,216.0,0.16,0.14,-0.32,-9.25,-0.53,1,1,0,0,0
2023-05-12,SKU-004,Zapatillas trail running mujer,Calzado,Shopify,4,84.99,70.08,30.0,647.0,1,0.19,69.23,96.71,88.41,69.23,84.78,96.71,79.24,81,0,4,5,19,0,0,0,4.0,8.0,11.0,4.43,3.6,0.8266,0.85,18.3,280.32,160.32,0.27,0.18,0.3,0.0,-14.7,0,0,1,0,0
2023-05-13,SKU-004,Zapatillas trail running mujer,Calzado,Shopify,8,84.99,85.0,30.0,647.0,0,0.0,68.99,97.44,88.05,68.99,84.83,97.44,86.52,73,0,5,5,19,0,0,0,4.0,5.0,5.0,3.86,3.37,1.002,16.01,18.9,680.0,440.0,-0.24,0.73,-0.36,-0.05,0.17,0,1,0,0,0
2023-05-14,SKU-004,Zapatillas trail running mujer,Calzado,Shopify,4,84.99,86.51,30.0,647.0,0,0.0,68.87,96.8,88.17,68.87,84.61,96.8,87.34,69,0,6,5,19,0,0,0,8.0,1.0,3.0,4.29,3.47,1.0225,17.64,16.1,346.04,226.04,-0.12,-0.64,0.12,-0.27,1.9,0,1,0,0,0
2023-05-15,SKU-004,Zapatillas trail running mujer,Calzado,Shopify,2,84.99,83.3,30.0,647.0,0,0.0,73.91,97.29,88.0,73.91,86.4,97.29,85.65,67,0,0,5,20,0,0,0,4.0,3.0,6.0,4.71,3.5,0.9641,9.39,14.2,166.6,106.6,5.04,0.49,-0.17,4.84,-3.1,0,1,0,0,0
2023-05-16,SKU-004,Zapatillas trail running mujer,Calzado,Shopify,5,84.99,85.09,30.0,647.0,0,0.0,73.95,93.26,76.8,73.95,81.34,93.26,80.94,62,0,1,5,20,0,0,0,2.0,6.0,1.0,4.57,3.37,1.0461,11.14,13.6,425.45,275.45,0.04,-4.03,-11.2,5.17,3.75,0,1,0,0,0
2023-05-17,SKU-004,Zapatillas trail running mujer,Calzado,Shopify,1,84.99,86.09,30.0,647.0,0,0.0,73.75,93.64,76.92,73.75,81.44,93.64,81.5,61,0,2,5,20,0,0,0,5.0,4.0,2.0,4.43,3.5,1.0571,12.34,13.8,86.09,56.09,-0.2,0.38,0.12,4.95,4.65,0,1,0,0,0
2023-05-18,SKU-004,Zapatillas trail running mujer,Calzado,Shopify,7,84.99,84.17,30.0,647.0,0,0.0,73.49,93.17,77.04,73.49,81.23,93.17,80.6,54,0,3,5,20,0,0,0,1.0,4.0,3.0,4.0,3.47,1.0362,10.68,13.5,589.19,379.19,-0.26,-0.47,0.12,4.53,2.94,0,1,0,0,0
2023-05-19,SKU-004,Zapatillas trail running mujer,Calzado,Shopify,5,84.99,85.08,30.0,647.0,0,0.0,73.96,93.16,76.74,73.96,81.29,93.16,80.91,49,0,4,5,20,0,0,0,7.0,4.0,1.0,4.43,3.6,1.0466,11.12,11.1,425.4,275.4,0.47,-0.01,-0.3,4.73,3.79,0,1,0,0,0
2023-05-20,SKU-004,Zapatillas trail running mujer,Calzado,Shopify,4,84.99,84.7,30.0,647.0,0,0.0,73.95,92.69,82.78,73.95,83.14,92.69,83.74,45,0,5,5,20,0,0,0,5.0,8.0,2.0,4.57,3.73,1.0188,10.75,9.8,338.8,218.8,-0.01,-0.47,6.04,4.96,1.56,0,1,0,0,0
2023-05-21,SKU-004,Zapatillas trail running mujer,Calzado,Shopify,1,84.99,70.08,30.0,647.0,1,0.17,73.71,92.48,82.4,73.71,82.86,92.48,78.06,44,0,6,5,20,0,0,0,4.0,4.0,4.0,4.0,3.8,0.8458,-3.63,11.0,70.08,40.08,-0.24,-0.21,-0.38,4.84,-12.78,0,0,1,0,0
2023-05-22,SKU-004,Zapatillas trail running mujer,Calzado,Shopify,7,84.99,85.44,30.0,647.0,0,0.0,73.97,95.83,85.32,73.97,85.04,95.83,85.38,37,0,0,5,21,0,0,0,1.0,2.0,4.0,3.57,3.7,1.0047,11.47,10.4,598.08,388.08,0.26,3.35,2.92,0.06,0.4,0,1,0,0,0
2023-05-23,SKU-004,Zapatillas trail running mujer,Calzado,Shopify,1,84.99,84.98,30.0,647.0,0,0.0,73.69,96.89,84.75,73.69,85.11,96.89,84.86,36,0,1,5,21,0,0,0,7.0,5.0,1.0,4.29,3.8,0.9985,11.29,8.4,84.98,54.98,-0.28,1.06,-0.57,-0.26,-0.13,0,1,0,0,0
2023-05-24,SKU-004,Zapatillas trail running mujer,Calzado,Shopify,4,84.99,84.99,30.0,647.0,0,0.0,73.73,97.18,83.81,73.73,84.91,97.18,84.4,32,0,2,5,21,0,0,0,1.0,1.0,2.0,3.71,3.8,1.0009,11.26,8.6,339.96,219.96,0.04,0.29,-0.94,-0.02,0.08,0,1,0,0,0
2023-05-25,SKU-004,Zapatillas trail running mujer,Calzado,Shopify,3,84.99,84.57,30.0,647.0,0,0.0,72.86,97.08,84.12,72.86,84.69,97.08,84.34,29,0,3,5,21,0,0,0,4.0,7.0,3.0,4.14,3.87,0.9986,11.71,7.0,253.71,163.71,-0.87,-0.1,0.31,-0.63,-0.12,0,1,0,0,0
2023-05-26,SKU-004,Zapatillas trail running mujer,Calzado,Shopify,4,84.99,84.17,30.0,647.0,0,0.0,72.58,88.26,83.78,72.58,81.54,88.26,83.98,25,0,4,5,21,0,0,0,3.0,5.0,2.0,3.57,3.87,1.0323,11.59,7.0,336.68,216.68,-0.28,-8.82,-0.34,-1.38,2.63,0,1,0,0,0
2023-05-27,SKU-004,Zapatillas trail running mujer,Calzado,Shopify,4,84.99,83.87,30.0,647.0,0,0.0,73.02,88.24,83.54,73.02,81.6,88.24,83.71,21,0,5,5,21,0,0,0,4.0,4.0,3.0,3.43,3.93,1.0278,10.85,6.1,335.48,215.48,0.44,-0.02,-0.24,-0.93,2.27,0,1,0,0,0
2023-05-28,SKU-004,Zapatillas trail running mujer,Calzado,Shopify,3,84.99,84.49,30.0,647.0,0,0.0,73.19,87.13,83.68,73.19,81.33,87.13,84.08,18,0,6,5,21,0,0,0,4.0,1.0,4.0,3.43,3.97,1.0389,11.3,5.2,253.47,163.47,0.17,-1.11,0.14,-0.52,3.16,0,1,0,0,0
2023-05-29,SKU-004,Zapatillas trail running mujer,Calzado,Shopify,1,84.99,85.67,30.0,647.0,0,0.0,73.27,86.91,84.17,73.27,81.45,86.91,84.92,17,0,0,5,22,0,0,0,3.0,7.0,2.0,3.71,3.93,1.0518,12.4,4.6,85.67,55.67,0.08,-0.22,0.49,-0.7,4.22,0,1,0,0,0
2023-05-30,SKU-004,Zapatillas trail running mujer,Calzado,Shopify,2,84.99,85.94,30.0,647.0,0,0.0,73.5,86.94,84.46,73.5,81.63,86.94,85.2,15,0,1,5,22,0,0,0,1.0,1.0,6.0,2.86,3.9,1.0528,12.44,5.2,171.88,111.88,0.23,0.03,0.29,-0.19,4.31,0,1,0,0,0
2023-05-31,SKU-004,Zapatillas trail running mujer,Calzado,Shopify,3,84.99,84.86,30.0,647.0,0,0.0,73.64,87.26,83.92,73.64,81.61,87.26,84.39,68,0,2,5,22,0,0,0,2.0,4.0,2.0,3.0,3.77,1.0398,11.22,22.7,254.58,164.58,0.14,0.32,-0.54,-0.09,3.25,0,1,0,0,0
2023-06-01,SKU-004,Zapatillas trail running mujer,Calzado,Shopify,1,84.99,85.75,30.0,647.0,0,0.0,74.09,87.08,84.3,74.09,81.82,87.08,85.02,154,0,3,6,22,0,0,0,3.0,3.0,2.0,2.86,3.8,1.048,11.66,53.8,85.75,55.75,0.45,-0.18,0.38,1.23,3.93,0,1,0,0,1
2023-06-02,SKU-004,Zapatillas trail running mujer,Calzado,Shopify,1,84.99,84.17,30.0,647.0,0,0.0,73.74,87.14,83.66,73.74,81.51,87.14,83.92,153,0,4,6,22,0,0,0,1.0,4.0,3.0,2.57,3.77,1.0326,10.43,59.5,84.17,54.17,-0.35,0.06,-0.64,1.16,2.66,0,1,0,0,1
